"star","title","author","date","info_2","info_3","product","date_scraped","verfied","days_to_review","star_rating"
"5.0 out of 5 stars","Cheap, Accurate, Precise","J. C.","9-3-2013","Size: 1 Pack|Verified Purchase","Side by side they read the same temp.  Can't say the same for the competition.  ""2 degrees is an allowable difference"" the competition says.  That's not good enough for maintaining temp differences in a two story house.These are accurate, precise, and for the price can't be beat.  Not sure why you would want/need more programming options than 5-2.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","VERY EASY THERMOSTAT CHANGE","Levron","12-3-2015","Size: 1 Pack|Verified Purchase","This was an extremely easy thermostat change out. I had the same series heating and cooling thermostat that was non programmable, but used the same base plate.  I did not need to do any wiring change, just pulled the old thermostat off, plugged the new programmable version on the existing base plate and set up the new timing program. It is working perfectly.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","Defective from the box","Ryan","8-11-2014","Size: 1 Pack|Verified Purchase","Defective out of box. Wouldn't turn on the AC or fan. HVAC guy told me that Honeywell is falling behind. They put out mass amount of product for cheap but it is exactly that....cheap. You're better option is to bite the bullet and spend the $50 or so to get a good thermostat.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"3.0 out of 5 stars","3 units bought, minor issues with two of them, but they work okay","BeccaM","1-28-2013","Size: 1 Pack|Verified Purchase","We purchased three identical Honewell 5-2 day programmable thermostats to replace some old mercury-balance switch thermostats which operate area under-floor radiant heating in our house. (Two of the five zones already had electronic thermostats.)One of the three, when I opened it up to begin installation, had a bent ground pin, which I was able to fix with some needle-nose pliers. And another unit has a minor display issue in the lower right corner such that if you press the down temperature button with much force, it shows compression blackness; obviously the plastic case is pressing on the LCD panel.Otherwise the units work well, and once programmed, we don't need to mess with the settings much. Plus the price wasn't bad. Still, from what other reviewers have been saying, it sounds like Honeywell has some manufacturing quality issues they need to address.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"1.0 out of 5 stars","Buyer Beware - Mine was NOT new","zeke777","1-19-2016","Size: 1 Pack|Verified Purchase","Buyer beware - I purchased this through ""Best Faucet Deals"" and it was not as advertised.  The item arrived in a white box - not the plastic blister packaging that's shown in the description.  Figured that it was just OEM packaging but upon further inspection the unit had scuff marks on the display, some discoloration and had clearly been used.  Sent it back for a refund.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"5.0 out of 5 stars","Perfect!","J. M. Gray","3-5-2013","Size: 1 Pack|Verified Purchase","This is just what I was looking for to replace my old thermostat!  Only needed it for our heating system, and there were only 2 wires to work with on my  wall...so was a bit worried, but it works perfectly!  Was able to program it easily, and I'm now a happy camper!  And it's easy to change the temp. if you need to, without affecting the programming. Great product!  Love it!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"3.0 out of 5 stars","Good thermostat","nipdatip","11-22-2013","Size: 1 Pack|Verified Purchase","Alright, what kind of thing can you expect from a thermostat review? Easy to install... Check. Works as advertised... check. One problem. Rather weird one. The screen displays ghost LCD errors. Not like numbers. Like circuitry running through the back. Makes me think it's on its last leg or something already. Maybe I'll try changing out the batteries. But upgrading from the old analog mercury thermostat, this thing might as well be made of gold.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"3.0 out of 5 stars","Stupid programmable thermostat.","Charles C Pergiel","8-6-2014","Size: 1 Pack|Verified Purchase","It's got 27 different time zones, and you have to set the temperature in each one individually until you get to page 27 of the instructions where they tell you about the hold button that let's you skip all the BS. And yes, you need a tiny screwdriver to connect the wires. Much prefer the old thermostat, except for the fact that it started flaking out and changing temperature settings whenever it feels like it.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"5.0 out of 5 stars","Easy install.","Talktojerm","2-9-2013","Size: 1 Pack|Verified Purchase","I was a little hesitant to pick this up at first for two reasons. First  I was worried that the install would be difficult and second because it seemed like ""too good of a deal"", compared to some of the others. Let me just say that install was a breeze and this really was a good deal. I liked it so much that I bought one for our cabin!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","This is nice, however","Aundria L.","5-23-2016","Size: 1 Pack|Verified Purchase","1 degree flex temp means if you set it at 77F it won't come on until after it hits 79F (outside the 1 degree range), and won't stop until it's 76F.  This is nice, however, because it means the AC unit isn't constantly clicking on and off.  Has at home/leave/sleep time settings for both weekday and weekend, which is very nice, and the glow when it is on is nice and clear for use in the dark.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","Installation guide was horrible. Setting the programmable portion was so tedious that ...","James","2-5-2015","Size: 1 Pack|Verified Purchase","Installation guide was horrible. Setting the programmable portion was so tedious that I ended up wanting to use it without the programmable portion, which there were no directions for.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"3.0 out of 5 stars","Caution - Know meaning of single stage versus multi stage - This is for SINGLE stage.","JP","10-23-2013","Size: 1 Pack|Verified Purchase","My arbitrary star rating is more about the info on the site than this product that I had to return.  Who would know that your furnace, that just comes on and goes off, is multi stage like mine. I thought this term referred to some zoning like condition. It actually refers to the ability of the furnace to monitor how fast your house is heating up and adjust to a higher BTU setting temporarily if needed.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"1.0 out of 5 stars","What good is it if you can't read the display","GSM","11-18-2014","Size: 1 Pack|Verified Purchase","POS - the screen display went black. What good is it if you can't read the display. Of course this happens right after i'm unable to return it. I expected it to last longer then 3 months","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"5.0 out of 5 stars","Easy to install. Works great!","Cortney","10-31-2013","Size: 1 Pack|Verified Purchase","This was super easy to install (and I have zero experience installing/replacing electrical items). I was replacing a digital thermostat that was not programmable, so I dont know how much harder this would be if you have a manual thermostat. I've been using it for 3 months now and it works great.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"2.0 out of 5 stars","Waste of Money","Starbritefla","10-25-2014","Size: 1 Pack|Verified Purchase","Hard to program. Once programed didn't work correctly.  Set on 78 degrees and it is always 71 in the house no matter what I do.  Will be replacing this one.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,2
"2.0 out of 5 stars","It follows a program, just not the one assigned....","Kara Marotta","12-3-2015","Size: 1 Pack|Verified Purchase","I'm giving this 2 stars, because it is very easy to install and very easy to program. it does follow a program just not the one I assigned it. I programmed it to raise to 68 in the morning and it would be at 71, pretty much would overshoot every time. I am returning the item and trying a different brand and model.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,2
"4.0 out of 5 stars","excellent","EZ","9-21-2013","Size: 1 Pack|Verified Purchase","have two of these at my house, and they work well and as expected, the programming is easy.  The only thing is it was trickly to figure out which wires to connect (I have only 2 thermostat wires, but the instructions were for 4)...","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Good product, fairly easy to program.","Mike B.","11-18-2013","Size: 1 Pack|Verified Purchase","I already have one of these that I use to run my Pellet stove. My first floor Programmable Thermostat stopped working so I got another one of these because I am familiar with the controls. All Programmable Thermostats can be challenging to set up  initially but I find this model to be less so.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","It doesn't even work!!!","Sarah L.","2-5-2014","Size: 1 Pack|Verified Purchase","I chose a one star, which means ""I hate it""!  What should have been a simple installation turned into a nightmare and ended up costing us a lot of money!  My husband, who is a licensed contractor, installed this thermostat the other night.  All appeared well until we woke up to a 50 degree house the next morning.  We thought something might be wrong with the furnace so he looked it over and found a fuse that was blown.  He went to the store and got a new one.  It blew again.  We had to call a licensed HVAC technician and have him come out only to discover that the thermostat doesn't work properly, therefore blowing the fuse.  That cost us almost $100 for him to diagnose and install a thermostat that actually works (because it is winter in Michigan and we need heat right now)!  Buying this thermostat ended up costing us $125 and we don't even have it anymore!  I sent it back for a refund!!!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"3.0 out of 5 stars","It is okay","Judith756","8-22-2014","Size: 1 Pack|Verified Purchase","I don't understand why they can't write directions to program these things step by step and in simple language.  I am not stupid, but still can't program the thing.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"5.0 out of 5 stars","easy and simple","B. Das","11-10-2015","Size: 1 Pack|Verified Purchase","very simple to install my house had an old analog thermostat with weird colors it is just common sense ...if you have just heating system with 2 wires connected to old analog thermostat connect them to white and blue it will work.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","Will not recommend to anyone","xyz","10-27-2015","Size: 1 Pack|Verified Purchase","it not very friendly. does not show the temperature you have set. Only shows the actual temp. Makes it hard to know set temp. You have to go through all setup to see set temp. Very inconvenient. Will not recommend to anyone.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"5.0 out of 5 stars","nice","Z","5-11-2013","Size: 1 Pack|Verified Purchase","Very easy to install and use. My old one was the dial mercury thermostat which was trickey at times now no more tricks.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Works great, doesnt cost a lot.","Kyle","12-5-2016","Size: 1 Pack|Verified Purchase","Why buy a hundred dollar thermostat? This one is easy to install, easy to program, and does everything you'd expect. I like that you can program a weekday schedule and a separate weekend schedule.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","Only for central systems","april donnelly","1-22-2016","Size: 1 Pack|Verified Purchase","Read the fine print this is only for central systems and if u try to return it after u buy it they want u to pay the shipping back. Which to me wasn't worth it bc the shipping costs more then the actual product.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"3.0 out of 5 stars","I'm sure the thermostat is fine, but I wish they would have included a ...","A. Fritz","10-13-2015","Size: 1 Pack|Verified Purchase","I'm sure the thermostat is fine, but I wish they would have included a cheap little screwdriver to secure the wires. I don't have an eyeglass kit, and that's the size that's needed on these tiny flathead screws.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"5.0 out of 5 stars","Great price and product.","J. Sanchez","1-11-2015","Size: 1 Pack|Verified Purchase","This was my first time replacing a thermostat and it was much easier than I anticipated. I was quickly able to install and program the product. I am very happy with the price of the product and ease of use.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Great Thermostat","Concerned Consumer","3-23-2013","Size: 1 Pack|Verified Purchase","This thermostat arrived on time and it was very easy to install. It works fine and I would recommend it to anyone looking for a a replacement.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"3.0 out of 5 stars","The product works as advertized.","Lancelot","2-14-2013","Size: 1 Pack|Verified Purchase","I am not very motivated to write the review for this thermostat, because there is nothing, which fascinates or excites me about it.I purchased this thermostat to replace our over 10 year old one with partly missing digits because I have had good experiences with Honeywell products.The installation was very easy, explained in the supplied installation guide and operating manual.  The thermostat works as advertized with the highlight of the 24 hour clock function.I have deducted two stars for the in my opinion too small, even flimsy ?úFan Auto - On and System Heat - Off - Cool??selector switches.I am convinced that these weak points will be the first parts to fail.  Well, time will tell but so far so good.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"5.0 out of 5 stars","Five Stars","terry hollingsworth","3-28-2017","Size: 1 Pack|Verified Purchase","great buy","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","The good will sticker where it was bought was still on ...","Randy whitley","8-20-2014","Size: 1 Pack|Verified Purchase","product arrived as noted. The good will sticker where it was bought was still on th package. The package had been open and taped shut. yet to try product to see if it works","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Does exactly what it says it does. Does it ...","Knuckles","4-5-2016","Size: 1 Pack|Verified Purchase","Does exactly what it says it does. Does it simply and does it well. Once its programmed it is done. Leave it alone and go on with life.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"3.0 out of 5 stars","Really disappointed. Decent customer service so far","britt","8-11-2015","Size: 1 Pack|Verified Purchase","About a size too small for me. Really disappointed. Decent customer service so far. Will change stars when the process is complete","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"1.0 out of 5 stars","One Star","JB","3-4-2017","Size: 1 Pack|Verified Purchase","Does not do aux heat","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"4.0 out of 5 stars","It's a Honeywell, what do you expect???","M. Napolitano III","3-21-2013","Size: 1 Pack|Verified Purchase","Super easy to install.  Very easy to program. Does what I want it to do.  NOTE: need tiny screw driver to secure wires.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"1.0 out of 5 stars","One Star","JLIJ","3-24-2017","Size: 1 Pack|Verified Purchase","After 1 month, sent short to furnace and blew fuses.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"2.0 out of 5 stars","Two Stars","A. F.","7-11-2014","Size: 1 Pack|Verified Purchase","This does not work with a heat pump.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,2
"5.0 out of 5 stars","Easy to read","Anthony Montemarano","5-3-2013","Size: 1 Pack|Verified Purchase","We replace an older Honeywell that came with the house.  This Honeywell, with the built in light is easy to read.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","This is the biggest piece of crap i have ever used","Ronald Africk","11-18-2015","Size: 1 Pack|Verified Purchase","This is the biggest piece of crap i have ever used. You need a PhD to program this stupid thing.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"5.0 out of 5 stars","works better than a different more expensive model I purchased at ...","Doris C.","12-6-2016","Size: 1 Pack|Verified Purchase","works better than a  different more expensive model I purchased at home depot","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Easy to use","bulbasaur","11-19-2013","Size: 1 Pack|Verified Purchase","Wake, Leave, Return, Sleep. M-F, Sa-Su.  Simple.  I only used the red and black wire for my old gas furnace.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","One Star","Josh","11-17-2016","Size: 1 Pack|Verified Purchase","Stopped working within 2 months of installing and after 1 month of use.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"5.0 out of 5 stars","... day one with this one deem to work okay easy to","RONALD T MCQUEEN","1-19-2016","Size: 1 Pack|Verified Purchase","replece my old 5 day one  with this one deem to work okay easy to program","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","One Star","Preston M Steele","9-19-2016","Size: 1 Pack|Verified Purchase","Unit stopped working after having it far a few months.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"5.0 out of 5 stars","Should have bought one sooner.","stephanie","5-30-2016","Size: 1 Pack|Verified Purchase","Easy to program, works perfectly.  Way to go for the price.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","Bruce M Johnson","6-30-2015","Size: 1 Pack|Verified Purchase","It does what you said it would do.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","good buy","sonkey","5-26-2015","Size: 1 Pack|Verified Purchase","works exactly as advertised","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Quality","Amazon Customer","1-21-2016","Size: 1 Pack|Verified Purchase","Quality product.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Four Stars","RJ","7-1-2015","Size: 1 Pack|Verified Purchase","do what they R meant to do","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Five Stars","Anonymous","9-19-2015","Size: 1 Pack|Verified Purchase","Works as expected.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","Brian Berry","5-24-2015","Size: 1 Pack|Verified Purchase","Excellent value","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","Paul Byers","4-26-2015","Size: 1 Pack|Verified Purchase","worked great","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","jman","5-26-2015","Size: 1 Pack|Verified Purchase","works fine","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","moroni","4-19-2015","Size: 1 Pack|Verified Purchase","Perfect","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","Robert Taylor","7-20-2014","Size: 1 Pack|Verified Purchase","love it","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"2.0 out of 5 stars","Unable to adjust the temp.....","Keibbler","8-9-2013","Size: 1 Pack|Verified Purchase","Product does work but does not allow me to adjust the temp when I press the arrow up or down button.  Amazon.com has been very fast and is sending me out a replacement.  I will be more than happy to keep you updated.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,2
"1.0 out of 5 stars","Limited operating range","John in Seattle","12-5-2013","Size: 1 Pack|Verified Purchase","For my use this unit has a fatal flaw.  The lowest operating temperature is 32deg. If temperature goes lower than that, then this unit WILL NOT turn the heat on. I called the help line and they confirmed it was operating correctly.  It can not be used to control a heater in a normally unheated garage or cabin that may drop below 32deg.  What were they thinking?","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"5.0 out of 5 stars","Cheap easy to install, Saves you loads of money.","Jose Munoz","4-30-2013","Size: 1 Pack|Verified Purchase","I've always been pleased with Honeywell products, this programmable thermostat is perfect for the price and suits a medium size home/apartment. Took me about 10-15min to install; I replaced the old mercury dial thermostat which was driving up the electric bill.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"2.0 out of 5 stars","Very cheap thermostat,","J. BLAIR","4-13-2013","Size: 1 Pack|Verified Purchase","this is the third one in 2 years. Like I said it is cheap but also cheap as in price and it is only used for my garage.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,2
"1.0 out of 5 stars","Please do not give honeywell your business.","Amazon Customer","12-3-2015","Size: 1 Pack|Verified Purchase","I have now bought 3 different honeywell thermostats from 3 different stores (lowes, menards & amazon) all had a big dirty finger print on the LCD.  Contacted honeywell & was told it's a normal part of the assembly process & there was now way to get 1 that does not have a fingerprint on it! Unbelievable, will not be buying anymore honeywell products.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"1.0 out of 5 stars","DONT BUY!! Cheap! Cheap!","John Blalock","12-3-2014","Size: 1 Pack|Verified Purchase","Does not work on two wire system, will instantly burn the board. My roommate spent $50 on a nicer thermostat and his worked. (Same setup). 110 volt wires turning off/on baseboard heat.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"2.0 out of 5 stars","Annoying thermostat","Elena","6-16-2016","Size: 1 Pack|Verified Purchase","This came up as a #1 seller so I bought it.  It's pretty annoyingly complicated if you just want a simple thermostat. Also it has a protective feature where if you go to change the temp it turns off, the only starts back up at the newly set temp after 5 min.  Super annoying and you can't turn that feature off.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,2
"1.0 out of 5 stars","as they don't hate America.","jack","8-11-2016","Size: 1 Pack|Verified Purchase","Defective with cold solder joints on the pins for the terminal block. Several were broken upon receipt. Honeywell quality has gone rapidly downhill since they shifted manufacturing to Mexico. Ended up purchasing an ICM controls thermostat after returning this, as they don't hate America.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"1.0 out of 5 stars","One Star","Ricky","4-23-2017","Size: 1 Pack|Verified Purchase","No emergency heat, had to pay 150$ for a blown fuse.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"1.0 out of 5 stars","I gave it a low rating as when I read ...","Margaret J.","4-16-2015","Size: 1 Pack|Verified Purchase","I gave it a low rating as when I read the description on the site it did not say that it could not be used with a heat pump that had auxiliary heat which I do so I cannot install it.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"5.0 out of 5 stars","Five Stars","S. A. P.","1-20-2015","Size: 1 Pack|Verified Purchase","I am glad I bought this mouse. very sharp and handy. works well on any surface.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","Not recommended","Ram","2-17-2015","Size: 1 Pack|Verified Purchase","Think before you buy this. Devil is in the details. This is a battery operated unit (Why!) and the display and buttons are not really readable in low light.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"1.0 out of 5 stars","Makes air handler blow fuses","Jennifer Weatherford","6-22-2016","Size: 1 Pack|Verified Purchase","Total piece of crap.  Bought 2 and caused our ac to blow 2 fuses in the first week we had them.  Going to have to return for a different thermostat that isnt total crap.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"1.0 out of 5 stars","Wrong product","Lee","11-10-2016","Size: 1 Pack|Verified Purchase","Non prgromable","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"1.0 out of 5 stars","Dont buy","ryan","11-22-2016","Size: 1 Pack|Verified Purchase","Doesn't work I installed and now that cold weather is here it's 4 days past they won't exchange WASIT OF MONEY","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"3.0 out of 5 stars","Didn't have instructions that applied to my situation","Alan","1-24-2013","Size: 1 Pack|Verified Purchase","I had a really basic thermostat that I was replacing.  One of the round ones with the mercury switch inside.  (Made by Honeywell, I might add).  Once removed, just two wires came out of the wall.  When you touch the two wires together, the furnace comes on, and when you keep them apart the furnace is off.  Couldn't be simpler.But can you imagine that this thermostat doesn't have instructions for that scenario?  I was able to Google instructions eventually, but it is ridiculous that it describes what to do if you have 5 different colored wires but not what to do if you have only two.  By the way, what you had to do was remove a jumper and attach your two wires to the CORRECT two posts, which I no longer recall.  After that the thermostat works fine, but it was unnecessarily complicated for such a simple use case.I did end up buying a second one, for the upstairs.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"3.0 out of 5 stars","not what was listed","J. Johnson","10-24-2012","Size: 1 Pack|Verified Purchase","This said it was one model and it was not. listed as RTH2300 yet is an RTH221. Has no backlight and is not a 5-2 day programable. You can only program the same for everyday.It is still an ok deal and we can make it work but listing needs to be evaluated and adjusted to reflect the actual product. Even the heading shows RTH2300 5-2 day programable.My advice is not to buy this product if you need thses features. These two models look exactly alike. If the listing is not acurate which this one is not you are not going to get the product you want.We made it work for now but again not happy not the product listed.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"1.0 out of 5 stars","Died a few weeks after the return window","cnwh","7-22-2013","Size: 1 Pack|Verified Purchase","I purchased mine in May 2013, and it died two days ago - I woke up and found it completely off, so I replaced the batteries, and then it displayed an incorrect temperature (about 10 degrees higher than actual), and there seemed to be some moisture in the back of the display panel. I pulled the new batteries out and let it dry out for several hours, tried again to power it up with replacement batteries, and when I tried to snap the front of the unit back to the wall, the display just got all scrambled and never recovered. This was past the return window, so I'm out ~$30.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"5.0 out of 5 stars","Does the job as advertised","Robert Reale","4-21-2013","Size: 1 Pack|Verified Purchase","Easy to install and program. Apparently I need to add more words to satisfy amazons requirements so I've done that.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Nice unit but poor temp regulation","Dweib McGee","10-31-2017","Size: 1 Pack|Verified Purchase","Works as advertised. Got it two bucks cheaper here than at Menard's. Realising we only paid $22 for this, that little black smudge in lower right of display which some complain about, and is only visible when the light is on, is very insignificant and of no consequence. Silly people. Since wife is home all day, I have wake, leave, and return all programmed with the same time and temperature of 72¬∞ @ 5:45 a.m. Sleep is set for 65¬∞ @ 11:00 p.m. everyday. Weekends have wake, leave and return set for 8:00 a. m. The backlight feature is really nice in our darker hallway. Lights up when pressing the run button to check time and temperature. Fairly easy to program. Recommended. Only issues was having to spackle, sand and paint the wall where the previous larger unit was and noticed it was having hard time regulating temperature. Set at 72¬∞, it would quit at 74¬∞ near 75¬∞.(too warm).and come on at 71¬∞, nearer to 70¬∞ (too cold). Noticed in the advanced menu, there is a setting for high efficiency furnaces (90% or higher). Our 20 year old furnace has a 95% efficient label. So have now changed the thermostat from the.5 setting to 3. Now this morning I see it did shut off at 72¬∞. So we'll see how it goes over the next few days.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"4.0 out of 5 stars","Cooling cycle range too tight - cycles AC ineffiently.","Dorena Rode","6-8-2015","Size: 1 Pack|Verified Purchase","I purchased this thermostat in 2013.  It works great and is still running on the original batteries.  Great thermostat for the price.  My only issue with it is that it doesn't have a way to program the cool cycle rates or the cycle on and off temperatures.  I've confirmed this with the Honeywell help technician.  I've seen a couple of posts that say the heat cycle is adjustable, but the manual doesn't give instructions for that either.  I only use this for cooling.  So, yesterday my program is set for cool to come on at 80 and it does.  The AC runs for 7 minutes and then turns off - thermostat still reading 80.  It is supposed to be +/- one degree and mine seems to be operating at a tighter range then that.  Unfortunately it is bad for the AC and not efficient to run less than 15 minutes.  Fortunately, this is less of an issue here in Arizona in July, when the system will run constantly and never move the temperature.What I do this time of year is simply operate the system manually.  I keep the program set about 2-4 degrees above what is comfortable and when I get hot I just hit the arrow button to do a temporary override of the program.  When I get comfortable I hit the run button to reinstate the programmed temperature.  I like this thermostat because it is easy to override and reinstate program.If anyone knows of a inexpensive thermostat where I can set my cooling window to +/- 3 degrees let me know.  It seems this feature is only available on thermostats that cost $100 or more.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"3.0 out of 5 stars","Three Stars","STaylorJuly","2-3-2015","Size: 1 Pack|Verified Purchase","Wouldn't know the man of my home still hasn't put it up yet, but I believe it will work.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"5.0 out of 5 stars","Great Thermostat - But follow the directions","John & Lindy","10-7-2012","Size: 1 Pack|Verified Purchase","I bought this as a replacement for an older model honeywell programmable thermostat that had batteries that expired that made the unit become temperamental (worked most of the time but the readings on the screen kept indicating batteries needing replacement even though new batteries had been installed). This new thermostat was smaller than the unit it was replacing. The new thermostat had more features. When I first installed this unit the old tags on the  wires fell off as I removed each wire from the old thermostat so I could not be certain which wire went into which position on the new one. Being a little flustered by losing the wire tags, I skimmed the directions and dig not pay close attention to where the wires connected with the thermostat.  I plugged the wires into the back of the unit instead of on the top of the back of the unit. The front of the unit could not be snapped into place because the wires were where the prongs were supposed to be engaged. The wires were larger in diameter than the prongs, enlarging the holes for the prongs to connect. After moving the wires where they were supposed to go and connecting the faceplate in position I could not get the system to turn on. I was not sure whether the wires were in the wrong position or if the prongs were not making contact. After several adjustments, everything started working. The unit works great and was easy to program. We have used it for both air conditioning and heating. Just take time to mark your wires with the tags provided and follow the directions for how they connect to unit as part of the installation and you will have a great programmable thermostat.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","5 Stars","tim baldy","4-21-2015","Size: 1 Pack|Verified Purchase","AOK as advertised","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"1.0 out of 5 stars","I threw it out.","Walter S Edwards","10-24-2016","Size: 1 Pack|Verified Purchase","I bought this item, and following the instructions, tried to take it apart to install it.  I'm not ignorant of such devices, having worked for years in building maintenance.  But it wouldn't open easily, so I tried to pry the back plate off with a screwdriver.  Instead of having the back plate come off, the whole thing came apart.  -  The buttons and the window and a couple of other pieces fell out.  I felt some rather oily dampness on my fingers.  I called Honeywell, and a woman I talked to (who, when I asked, said she was located in India) said that she was going to talk me through putting it back together.  I said no, thank you, and ended the conversation.  The remains of the thermostat are now in the trash, because I don't want to go to all the hassle and expense of returning it.  I will buy a different brand of thermostat from Home Depot, where I can easily return it if it doesn't work.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
